objname,e_mod0,mod0,v_gsr,mod_mpc
UGC01087,0.031,34.193,4582,68.96043622
NGC2441,0.042,32.944,3585.5,38.79716573
NGC3982,0.023,31.849,1190.7,23.43149507
NGC4473,0.046,30.901,2302.8,15.1425843
UGC02082,0.246,30.816,792.9,14.56129499
NGC5023,0.03,29.092,477.8,6.582638416
PGC016957,0.117,27.68,223.1,3.435579479
NGC3377,0.016,30.092,589.9,10.43277881
NGC5194,0.023,29.667,548.4,8.578275699
NGC1569,0.046,27.531,33.8,3.207746206
UGC04483,0.058,27.727,264.7,3.510750772
NGC1705,0.03,28.79,444.9,5.72796031
NGC2366,0.018,27.58,209.1,3.280952931
UGC06456,0.023,28.32,38.6,4.613175746
NGC4163,0.015,27.378,183.2,2.989509928
UGC06541,0.071,28.128,302.8,4.222795013
PGC042134,0.075,28.94,492.6,6.137620052
NGC0625,0.028,28.012,316.5,4.003132822
UGC09128,0.026,26.796,195.7,2.286651603
NGC4068,0.014,28.209,281.9,4.383287934
NGC4214,0.005,27.37,313.2,2.978516429
PGC040665,0.031,28.785,346.2,5.714786367
NGC5253,0.011,27.679,274.5,3.4339977
UGCA166,0.126,31.325,800.6,18.40772001
NGC4449,0.008,28.15,256.3,4.265795188
NGC6789,0.026,27.752,49.9,3.55140335
NGC1068,0.36,30.02,1149.9,10.09252886
NGC4125,0.25,31.867,1501.5,23.62653315
HIJ102145.0+180501,0.13,26.078,179.3,1.642857898
NGC0708,0.128,33.463,4974.3,49.27197832
UGC08320,0.048,28.13,269.4,4.226686143
NGC5813,0.18,32.517,1964.8,31.87131627
NGC4151,0.36,27.95,1018.9,3.89045145
NGC3521,0.289,30.466,670.1,12.39367205
UGC03966,0.108,30.094,359.8,10.44239219
NGC2347,0.347,34.729,4519,88.26733207
NGC4064,0.251,29.586,884.8,8.264184417
NGC3223,0.265,32.7,2677,34.67368505
NGC4293,0.35,30.53,860.7,12.76438809
NGC4351,0.35,30.48,2248.3,12.47383514
NGC4457,0.35,30.15,802.8,10.71519305
NGC4569,0.35,30.37,-267.2,11.85768748
NGC4450,0.188,31.076,1915.6,16.41345467
NGC4580,0.096,31.394,964.7,19.00203003
NGC4606,0.131,30.49,1596.5,12.53141175
UGC00312,0.348,33.727,4477,55.64164999
NGC5529,0.35,33.24,2955.7,44.46312675
ESO324-024,0.035,27.89,356.6,3.784425847
NGC5907,0.035,31.182,818.4,17.23455205
NGC0444,0.348,33.463,4982,49.27197832
NGC0253,0.016,27.839,243.8,3.696579068
IC2531,0.259,32.757,2258.9,35.5959018
NGC3145,0.11,33.47,3471.6,49.4310687
NGC1808,0.36,30.45,826.7,12.30268771
NGC1332,0.18,31.777,1444.5,22.66731083
NGC4305,0.15,33.1,1865.3,41.68693835
NGC3457,0.15,31.557,1082.4,20.4833035
UGC00139,0.051,33.453,4051.1,49.04559414
NGC0632,0.016,32.885,3230.1,37.75721909
UGC01459,0.349,34.169,5601.5,68.20245379
PGC007957,0.346,34.584,4542.4,82.56576326
NGC0931,0.38,32.809,5095.2,36.45860102
UGC02798,0.353,34.021,5033.2,63.70888436
UGC02920,0.35,34.155,4218.8,67.76415076
IC2199,0.352,33.867,4633.7,59.34716806
NGC2512,0.35,33.885,4634.3,59.84115951
UGC04132,0.346,34.574,5161.7,82.18640804
NGC2550,0.355,32.104,2392.3,26.3511759
NGC2595,0.024,34.349,4245.2,74.09689339
UGC05451,0.356,30.02,656.3,10.09252886
UGC05646,0.4,31.89,1274.8,23.87811283
NGC3488,0.346,32.894,3069.7,37.91403442
NGC3655,0.25,31.82,1430.3,23.1206479
UGC06402,0.4,32.55,2488.8,32.35936569
NGC3839,0.352,33.803,5833.9,57.62354864
PGC037779,0.246,30.727,1385,13.97655056
NGC3947,0.347,34.599,6161,83.13808179
NGC4145,0.35,30.44,1042.4,12.24616199
UGC08229,0.346,34.54,6013,80.90958992
NGC5430,0.35,33.075,3122.6,41.20975191
NGC5604,0.35,33.275,2719.2,45.18559444
NGC5678,0.142,32.217,2036.6,27.75875604
NGC5714,0.346,32.894,2355.5,37.91403442
NGC5949,0.369,30.579,593.7,13.05569513
NGC5937,0.357,32.856,2824.2,37.25632385
IC1129,0.19,33.56,6712.2,51.52286446
NGC5981,0.349,33.571,2691.6,51.78452536
NGC6015,0.297,31.147,1001.5,16.95899062
NGC6434,0.264,33.066,2681.7,41.03930525
UGC11426,0.54,33.3,4625.6,45.70881896
NGC7003,0.346,33.988,5505.4,62.7480162
NGC7177,0.184,31.512,1343.5,20.06319065
NGC7448,0.047,33.119,2367.4,42.05329212
NGC0911,0.049,34.709,5895.9,87.45809231
NGC1762,0.349,35.051,4675.5,102.3764345
NGC2389,0.29,33.93,3920.5,61.09420249
NGC2393,0.346,34.004,4861.1,63.2120682
UGC04024,0.282,32.502,1799.4,31.65191567
UGC04444,0.4,31.48,1988.8,19.7696964
UGC04399,0.346,33.818,4404.9,58.022976
UGC04640,0.138,33.545,3146,51.16818355
NGC2683,0.064,29.861,385.3,9.379938696
IC2763,0.4,31.1,1488.9,16.59586907
UGC06390,0.262,32.203,1109.7,27.58036441
UGC06667,0.247,31.358,1040,18.68959972
UGC06686,0.356,34.43,6476.2,76.91304403
UGC07153,0.273,33.444,2713.8,48.84273784
NGC4641,0.12,29.537,1969.7,8.079788637
UGC08067,0.347,33.11,2668.9,41.87935651
UGC09071,0.262,32.445,1945.6,30.8318795
NGC5727,0.4,33.17,1585.8,43.05266105
IC1265,0.346,32.998,2357,39.77406691
NGC7047,0.355,34.796,5939.8,91.03323997
NGC4779,0.36,32.95,2795.7,38.9045145
NGC0048,0.2,33.84,1971.7,58.61381645
UGC00646,0.037,34.14,5439.4,67.29766563
UGC00673,0.361,34.976,6399.7,98.9008445
NGC0710,0.54,32.76,6240.7,35.64511334
NGC1024,0.08,33.26,3580.4,44.87453899
UGC02443,0.347,32.571,2509.8,32.67382661
NGC1233,0.346,34.036,4489,64.15049325
UGC02655,0.346,33.536,6296.8,50.95654806
UGC02730,0.346,34.37,3863.3,74.81695005
UGC03048,0.54,32.98,3189.3,39.44573021
UGC03218,0.034,34.351,5339.7,74.16517059
UGC03273,0.4,30.96,700.1,15.55965632
UGC03432,0.036,33.897,5076,60.1727694
NGC2146,0.4,32.13,1040.6,26.66858665
UGC03611,0.076,34.458,4924.9,77.91121911
UGC03634,0.032,35.153,7800.1,107.3000687
UGC03691,0.131,32.344,2112.8,29.4306599
NGC2339,0.2,32.428,2178.3,30.59144559
NGC2365,0.11,32.98,2208.1,39.44573021
UGC03937,0.35,33.205,3975.3,43.75221052
IC0480,0.369,33.483,4561.4,49.72788632
IC2267,0.4,33.11,2009.6,41.87935651
NGC2565,0.352,33.777,3502.8,56.93771051
UGC04322,0.03,35.17,7446.8,108.1433951
UGC04393,0.385,30.434,2145.7,12.2123713
UGC04524,0.348,32.617,1801.8,33.37336513
IC0499,0.54,33.62,2110.1,52.96634439
IC2389,0.354,31.774,2501.6,22.6360164
UGC04628,0.4,31.34,808.1,18.53531623
UGC04623,0.369,33.217,3015.9,43.99466347
NGC2710,0.346,33.098,2628.3,41.64856093
NGC2708,0.15,33.24,1832,44.46312675
UGC04841,0.4,32.67,1250.4,34.19794425
UGC04845,0.349,32.821,1992.4,36.66063642
UGC04998,0.18,30.11,734.3,10.51961874
UGC05245,0.349,32.057,1259.2,25.7869513
UGC05228,0.4,32.06,1624.5,25.82260191
UGC05373,0.014,25.788,167.9,1.437474006
NGC3153,0.26,33.33,2704.9,46.34469197
UGC05692,0.011,28,171,3.981071706
UGC05708,0.266,31.814,1047.4,23.05685137
NGC3329,0.349,33.211,2028.5,43.87326951
NGC3440,0.348,33.003,1992.2,39.8657556
UGC06355,0.347,32.579,2169.7,32.79442344
UGC06526,0.4,30.95,1853.9,15.48816619
NGC3813,0.272,31.665,1474.2,21.52781735
NGC3879,0.54,32.25,1552,28.18382931
NGC3888,0.58,33.01,2473.2,39.99447498
UGC06931,0.54,31.2,1288.5,17.37800829
PGC037463,0.349,34.901,6296.2,95.54324776
NGC4034,0.346,33.124,2491.5,42.15023497
UGC07086,0.347,32.315,2155.1,29.04022654
NGC4127,0.25,32.444,1958.2,30.81768417
NGC4120,0.54,32.32,2371.3,29.10717118
NGC4142,0.262,32.049,1235.3,25.69212344
NGC4215,0.45,31.78,1989.6,22.69864852
PGC039018,0.14,31.897,-208.1,23.95521097
IC3065,0.051,31.052,941.2,16.23304528
NGC4252,0.078,31.688,791.4,21.75704951
NGC4238,0.347,32.865,2868.5,37.41105883
NGC4281,0.2,31.94,2646.9,24.43430553
NGC4486A,0.047,31.29,703.7,18.11340093
IC3391,0.214,31.82,1673.4,23.1206479
IC3520,0.136,31.719,757.9,22.06988143
UGC07767,0.97,32.197,1288.1,27.50426223
IC0798,0.053,31,386.6,15.84893192
NGC4559,0.248,29.271,815.5,7.148254396
NGC4605,0.011,28.719,256.1,5.543703572
NGC4651,0.18,31.826,767,23.18462095
NGC4612,0.046,31.071,1812.8,16.37570477
UGC07848,0.156,33.673,2613.3,54.27502098
UGC07857,0.2,28.997,66.5,6.300862466
IC3690,0.021,35.35,7539.7,117.4897555
NGC4733,0.194,30.818,881.9,14.57471261
UGC08120,0.4,31.95,1808.7,24.54708916
IC3960,0.2,35.075,6587,103.5142167
NGC4961,0.287,32.841,2548.3,36.99985312
UGC08245,0.026,28.37,129.1,4.720630413
PGC046239,0.051,35.826,8972,146.2850687
NGC5218,0.33,33.45,2988.1,48.97788194
UGC08726,0.265,32.391,2409.1,30.07460971
UGC08756,0.54,32.42,1411,30.4789499
NGC5477,0.04,29.154,435.2,6.77329514
NGC5470,0.54,31.54,1005.5,20.32357011
UGC09057,0.348,32.373,1544.7,29.82634246
NGC5611,0.46,31.987,2030.6,24.96893392
UGC09206,0.54,31.01,2309,15.92208727
IC4423,0.039,35.971,9130.2,156.3867665
NGC5665,0.316,31.205,2241.7,17.41806873
NGC5687,0.51,32.207,2245.2,27.63121614
NGC5792,0.346,32.066,1922.7,25.89405106
PGC053750,0.05,35.066,6362.3,103.086074
NGC5839,0.3,31.747,1241.1,22.35630367
NGC5874,0.28,33.33,3277.4,46.34469197
UGC09760,0.267,32.252,2038.2,28.20979954
NGC5913,0.35,32.755,2016,35.56313186
NGC5985,0.265,33.73,2682.5,55.71857489
NGC5975,0.356,33.77,4479.9,56.75446054
UGC10030,0.04,35.46,8956,123.5947433
UGC10043,0.395,33.23,2254.3,44.25883724
UGC10041,0.278,32.597,2220.7,33.06739628
PGC056437,0.04,34.24,4830.3,70.4693069
NGC6017,0.31,32.347,1854.9,29.47134796
IC1158,0.283,32.125,1975.4,26.6072506
NGC6038,0.037,35.718,9510.9,139.1874249
NGC6070,0.121,32.088,2054.6,26.15772683
UGC10413,0.349,33.421,3109.2,48.32813101
UGC10713,0.391,32.568,1260.8,32.62871721
UGC10721,0.54,33.29,3070.4,45.49880602
UGC10738,0.048,35.179,6820.7,108.5925421
PGC059955,0.028,35.535,9327.3,127.9381304
NGC6395,0.259,31.521,1356.5,20.14651818
NGC6368,0.285,32.611,2893.2,33.2812784
NGC6503,0.028,28.988,237.7,6.27480162
NGC6460,0.346,33.248,3505.5,44.62723708
UGC11001,0.54,33.78,4363.2,57.01642723
UGC11003,0.54,33.15,4212.4,42.65795188
UGC11093,0.258,31.682,2096.3,21.69701554
UGC11097,0.033,34.473,4771.1,78.45127388
UGC11198,0.05,34.026,4689.3,63.85574851
PGC061808,0.03,35.37,8275.2,118.5768748
NGC6651,0.347,34.17,5961.6,68.23386941
NGC6667,0.263,33.208,2791.4,43.8126982
NGC6764,0.283,31.902,2633.8,24.01043344
NGC6792,0.364,34.484,4863.1,78.84969177
UGC11435,0.348,32.837,3968.9,36.9317596
UGC11466,0.402,31.052,1046.5,16.23304528
UGC11477,0.54,32.87,3939.9,37.49730022
UGC11492,0.346,33.058,3791.4,40.88838903
UGC11498,0.44,33.95,3429.5,61.65950019
NGC6869,0.22,32.507,2951.5,31.72488087
PGC064024,0.065,35.231,7300.5,111.2243817
NGC6916,0.054,33.306,3326.9,45.83529174
UGC11551,0.346,33.704,5048.9,55.05540985
NGC6928,0.032,33.976,4895,62.40221421
NGC6930,0.031,34.131,4762.7,67.01931737
UGC11568,0.346,33.71,4412.3,55.20774393
UGC11738,0.347,34.24,4424,70.4693069
NGC7046,0.54,33.7,4326.4,54.95408739
IC5119,0.351,34.819,5509,92.00257866
UGC12173,0.35,33.755,4991.1,56.36376558
NGC7780,0.04,34.414,5359.5,76.34841052
PGC072784,0.346,35.596,8143.8,131.5830655
NGC7040,0.54,33.05,6294.2,40.73802778
NGC7014,0.144,33.571,4743.4,51.78452536
NGC1380A,0.065,31.479,1487.3,19.76059422
NGC1374,0.048,31.44,1172.8,19.40885878
UGC04324,0.35,33.805,4731.7,57.67664634
PGC072438,0.347,35.301,9477.7,114.8682488
NGC1373,0.086,31.397,1213,19.02830044
PGC013230,0.075,31.358,1083.4,18.68959972
NGC5246,0.044,35.168,6885.1,108.0438372
UGC01257,0.349,34.621,4798.8,83.98466612
NGC5362,0.279,32.077,2176.6,26.02555502
NGC0914,0.347,34.34,5664.1,73.79042301
NGC3370,0.031,32.371,1200.2,29.79888403
NGC7454,0.3,31.867,2184.2,23.62653315
ESO358-063,0.263,31.134,1803.3,16.85776518
VV169,0.04,35.34,9131.3,116.9499391
UGC04008,0.04,35.52,9234.5,127.0574105
PGC2802596,0.23,24.49,-180.3,0.790678628
PGC2802573,0.13,24.8,-439.1,0.912010839
UGC09425,0.035,36.144,10485.8,169.3557709
NGC7253,0.053,34.215,4930.1,69.66265141
[KKH2007]J1228+4358,0.17,27.97,278.3,3.926449354
NGC2590,0.348,34.033,4840.1,64.06192726
NGC3412,0.14,30.247,749.9,11.20469399
PGC044055,0.06,28.42,402,4.83058802
NGC0936,0.034,31.359,1447.5,18.69820858
NGC3115,0.08,29.923,478.1,9.651615229
NGC3384,0.017,29.87,466.7,9.418895965
NGC3585,0.18,31.487,1178.9,19.8335292
NGC3818,0.61,32.777,1560.6,35.92526662
NGC3998,0.19,30.727,1123.6,13.97655056
NGC4026,0.28,30.647,1035.6,13.47100508
NGC4111,0.23,30.857,824,14.83884164
NGC4251,0.2,31.437,1063.2,19.38206296
NGC4382,0.041,31.242,682.2,17.7174004
NGC4350,0.45,30.86,1204.3,14.85935642
NGC4429,0.45,30.57,933.6,13.00169578
NGC4461,0.45,30.4,1874,12.02264435
NGC4638,0.044,31.179,1113.6,17.21075808
NGC4754,0.049,31.023,1272.5,16.01769427
NGC4762,0.45,30.17,929,10.81433951
NGC4874,0.2,34.952,7182,97.81377043
NGC5490,0.031,34.437,4877.6,77.16138245
NGC5866,0.141,30.795,820.9,14.42115352
NGC6703,0.29,32.107,2512.4,26.38760655
UGC04115,0.019,29.475,243.7,7.852356346
NGC5073,0.264,32.419,2639.6,30.46491705
NGC1110,0.275,31.634,1305.2,21.22266897
NGC1359,0.4,32.95,1889.3,38.9045145
ESO548-082,0.54,33.04,1641.1,40.55085354
PGC007324,0.264,32.335,1859.3,29.30893245
ESO504-025,0.4,31.91,1459.2,24.09905429
NGC4592,0.346,30.33,978.3,11.64126029
ESO319-011,0.309,33.354,2897.7,46.85975353
ESO404-027,0.272,32.697,2582.1,34.62581465
NGC7368,0.259,32.448,2352,30.87450476
ESO362-011,0.302,31.047,1169.2,16.19571031
NGC4346,0.17,30.757,835.7,14.17098375
PGC003062,0.54,32.41,1478.4,30.33891184
PGC003855,0.54,32.56,2472.8,32.50872974
PGC003853,0.25,30.305,1148.1,11.50800389
PGC006190,0.347,32.475,2156.2,31.26079367
UGC03122,0.24,34.15,4639.2,67.60829754
UGC03161,0.54,36.47,8710.6,196.788629
UGC03296,0.28,34.13,4188.8,66.98846094
PGC036330,0.349,34.429,7755.9,76.87763242
IC0779,0.08,30.96,220.3,15.55965632
PGC044736,0.042,35.493,6915.3,125.487365
PGC075289,0.348,35.461,8128.2,123.6516739
PGC083702,0.2,35.082,6960.1,103.8484455
PGC090023,0.54,33.93,4216.1,61.09420249
PGC090726,0.54,35.46,8412.1,123.5947433
PGC090737,0.54,34.8,4271.7,91.20108394
PGC3109704,0.12,39.83,43318.5,924.6981739
RETICULUM3,0.31,19.81,,0.091622049
TUCANA4,0.19,18.41,,0.048083935
[RGK2003]J010705.94-000753.8,0.21,40.11,78915.7,1051.961874
[RGK2003]J013359.45+000415.2,0.26,40.06,80998.5,1028.016298
[RGK2003]J013549.55+000838.3,0.2,39.66,61810.6,855.0667129
GRUS2,0.21,18.62,,0.052966344
TUCANA5,0.34,18.71,,0.055207744
CETUS2,0.19,17.38,,0.029922646
COLUMBA1,0.098,21.308,,0.182641725
INDUS2,0.16,21.65,,0.213796209
TUCANA3,0.16,17.01,-195.2,0.025234808
LAEVENS2,0.098,17.341,-257.5,0.029390028
PGC2543081,0.091,29.794,500.1,9.094943386
LVJ1157+5636,0.11,29.76,,8.953647655
ESO488-049,0.4,32.56,1622.2,32.50872974
ESO555-029,0.347,33.465,2725.2,49.3173804
ESO489-006,0.266,31.934,2049.1,24.36688423
IC2511,0.353,32.887,2679.7,37.7920108
ESO566-014,0.357,33.706,4476.7,55.10614111
ESO374-003,0.354,32.426,2709.6,30.5632828
NGC3045,0.357,32.466,2056.3,31.13149665
ESO490-010,0.4,31.64,1633.3,21.28139046
ESO437-025,0.22,34.3,3195,72.44359601
ESO437-030,0.291,33.216,3551.9,43.97440784
ESO501-068,0.146,33.902,2877.6,60.31148196
ESO437-031,0.347,33.815,3676.3,57.94286964
ESO437-054,0.38,33.71,3260.9,55.20774393
ESO501-086,0.259,33.844,3530.8,58.7218866
ESO378-003,0.277,32.808,2820.4,36.44181508
ESO378-011,0.38,33.53,3030,50.81594426
ESO541-004,0.294,32.216,2016.7,27.7459756
ESO302-009,0.4,31.46,855.1,19.58844674
ESO532-014,0.275,31.842,1786.7,23.35608247
NGC1832,0.4,32,1806.7,25.11886432
NGC1337,0.358,30.557,1191.9,12.92409078
ESO121-006,0.287,31.336,1003.8,18.50120435
NGC1892,0.256,30.823,1163.4,14.6083108
NGC2090,0.016,30.329,737.3,11.63590053
ESO121-026,0.161,32.755,2056.4,35.56313186
NGC7184,0.283,32.622,2700,33.45029868
ESO595-010,0.268,32.318,2318.9,29.08037483
PGC013716,0.346,32.33,1507.9,29.24152378
NGC1406,0.249,31.27,960.9,17.94733627
PGC013646,0.35,32.725,2093.3,35.0751874
ESO490-014,0.346,32.578,2520.6,32.77932453
ESO437-035,0.351,32.661,3186.6,34.05649896
ESO501-075,0.346,33.302,5028,45.75093773
NGC1421,0.346,31.514,2016,20.08167804
NGC1425,0.034,31.672,1398,21.59732681
IC4830,0.033,33.803,4380.8,57.62354864
NGC3715,0.133,32.717,1961,34.94620337
NGC3463,0.347,34.135,3763.4,67.14288529
IC4951,0.36,30.27,733.4,11.32400363
ESO443-080,0.4,33.23,1975.6,44.25883724
NGC2280,0.281,31.953,1716.1,24.58102565
NGC2417,0.36,32.59,2982.7,32.96097122
NGC2124,0.306,33.284,2797.3,45.37326169
ESO440-027,0.266,31.408,1526.2,19.12493642
IC0407,0.346,33.212,2689.6,43.89347855
NGC1515,0.277,31.131,1006.7,16.8344914
NGC1511,0.282,30.78,1158,14.32187899
IC2143,0.06,32.882,2891.8,37.70509158
ESO593-003,0.347,35.131,8293.3,106.2184599
ESO554-028,0.4,32.55,1908,32.35936569
NGC1532,0.273,31.353,1063.6,18.64661483
NGC1964,0.043,31.709,1504.3,21.96847954
NGC6754,0.09,32.9,3197.9,38.01893963
ESO459-006,0.358,34.468,5775.6,78.27084096
NGC6861F,0.4,31.83,3170.5,23.22736796
ESO340-008,0.4,32.92,2839.1,38.37072455
NGC2104,0.4,31.08,962.3,16.44371723
IC4964,0.4,32.97,3046,39.26449354
IC2150,0.356,33.14,2924.7,42.46195639
ESO281-038,0.352,33.783,4938.8,57.09525277
ESO287-013,0.4,32.47,2677.3,31.18889584
NGC6875A,0.4,32.32,3156.3,29.10717118
ESO403-031,0.349,32.589,2551.4,32.94579562
NGC7126,0.14,32.78,2969.6,35.97493352
NGC7151,0.4,31.8,1827.7,22.90867653
ESO601-007,0.295,31.782,1866.4,22.71956438
ESO146-014,0.293,31.477,1608.3,19.74240241
ESO237-049,0.4,32.76,2884.4,35.64511334
IC5179,0.015,33.349,3427,46.75197909
ESO407-009,0.347,32.19,1568.2,27.41574172
NGC7661,0.4,32.56,1927.7,32.50872974
ESO381-051,0.352,33.937,4845.5,61.29146471
ESO446-053,0.4,31.17,1287.3,17.13957308
NGC7456,0.25,30.826,1193.1,14.62850687
NGC7314,0.257,30.988,1478.6,15.76158905
ESO285-048,0.4,32.25,2699.3,28.18382931
IC5026,0.4,32.63,2614.2,33.57376142
IC5071,0.4,32.45,3007.1,30.90295433
NGC6962,0.03,33.65,4358.3,53.70317964
NGC1448,0.03,31.402,1023.1,19.07216521
NGC1433,0.36,29.6,927.8,8.317637711
ESO575-053,0.265,32.462,2411.4,31.0742031
ESO576-050,0.312,31.002,1858.6,15.86353605
NGC4628,0.4,33.16,2709,42.85485204
ESO373-008,0.36,29.93,702.7,9.682778563
NGC1494,0.276,30.466,970.7,12.39367205
NGC4660,0.04,30.855,1045.5,14.82518085
PGC3116657,0.11,37.25,25977,281.8382931
PGC3116670,0.06,37.59,22950.3,329.6097122
UGC00866,0.349,31.863,1803.2,23.58305153
NGC0497,0.372,35.255,8193.1,112.4604974
PGC1183727,0.12,37.57,28268.3,326.5878322
NGC2410,0.4,33.97,4648.6,62.23002852
PGC090796,0.347,35.65,8527.9,134.8962883
PGC090801,0.54,33.97,3863.3,62.23002852
PGC090803,0.349,34.521,5284.5,80.20473348
PGC090806,0.356,35.15,6031.2,107.1519305
PGC023374,0.349,34.887,4144.3,94.92923914
UGC04386,0.358,34.198,4550.4,69.11940644
IC2348,0.348,35.183,5889.4,108.7927613
PGC024286,0.032,35.524,8118,127.2916746
PGC025005,0.071,35.275,7484,113.5010816
UGC04753,0.54,32.28,1851.5,28.57590543
UGC04906,0.4,32.79,2317.6,36.14098626
UGC05354,0.365,32.588,1195.9,32.93062702
PGC029953,0.053,35.332,7367.3,116.5198723
UGC05542,0.11,35.77,9255,142.5607594
UGC05707,0.4,31.36,2817.8,18.7068214
PGC031552,0.03,35.148,6839.2,107.0532854
SDSSJ103928.53+051101.1,0.079,37.779,20202.8,359.5837026
UGC06015,0.09,36.515,12460.1,200.9092813
PGC033043,0.029,35.187,6684.7,108.9933497
UGC06309,0.355,32.764,2910.1,35.71083458
NGC3625,0.346,32.788,2020.1,36.10771451
NGC3669,0.351,31.839,1830.8,23.32383713
PGC1676859,0.03,35.9,9370.8,151.3561248
NGC3683,0.2,32.538,1785.6,32.18103443
NGC4172,0.045,35.672,9404.8,136.2699197
NGC4200,0.45,31.92,2279.7,24.21029047
NGC4292,0.45,29.88,2177.2,9.462371614
PGC1875560,0.25,31.106,909.4,16.64178857
IC3284,0.031,35.787,7784.9,143.6812177
IC3388,0.2,30.98,1655.5,15.70362804
NGC4493,0.031,34.954,6830.1,97.90390174
NGC4545,0.265,32.741,2778.1,35.33458541
NGC4668,0.285,30.96,1537.4,15.55965632
UGC07941,0.335,33.272,2421.4,45.12321133
PGC092948,0.1,36.41,13620.8,191.4255925
PGC044159,0.2,34.889,7308.7,95.01671248
PGC083669,0.2,33.349,7787.8,46.75197909
PGC083670,0.2,35.43,6132.3,121.8989599
PGC083671,0.2,34.363,6567.4,74.57615702
PGC083675,0.2,35.907,8352.2,151.8448266
PGC083681,0.2,35.167,7255.4,107.9940927
PGC083682,0.2,33.682,7157.1,54.50043893
PGC083684,0.2,33.051,7450.1,40.75679266
PGC083688,0.2,34.327,8182.5,73.34998004
PGC083695,0.2,32.918,6144.2,38.33540008
PGC083696,0.2,33.905,6424.9,60.39486294
PGC083703,0.2,35.021,7318.1,100.9717771
PGC083716,0.2,34.27,7194.5,71.44963261
PGC044440,0.2,35.043,5463.8,101.9999597
PGC044467,0.2,35.113,7160.2,105.3416217
PGC044469,0.2,35.689,6928.7,137.3409351
PGC083720,0.2,34.847,7032.7,93.19658526
PGC083727,0.2,34.982,7020.8,99.17449552
PGC044519,0.2,33.102,6952.4,41.72535112
PGC083729,0.2,35.038,6023.3,101.7653663
PGC044546,0.2,36.081,7045.8,164.5129159
PGC044547,0.2,35.185,6417.8,108.8930093
IC3955,0.2,34.959,7681,98.12959355
PGC044562,0.2,35.214,5751.3,110.357029
IC3963,0.2,34.696,6839.7,86.93606925
PGC044573,0.2,35.102,9477.1,104.8093433
PGC044576,0.2,34.286,6072.8,71.97803728
2MASXJ12592407+2820498,0.077,37.742,20313.6,353.5086134
IC3976,0.2,35.658,6802.3,135.3941811
PGC044629,0.2,34.984,7600.4,99.26588069
PGC083734,0.2,35.229,6268.3,111.1219874
PGC044636,0.2,35.597,6831.4,131.6436757
PGC083733,0.2,34.864,6984.3,93.92906516
NGC4875,0.2,35.178,8022.4,108.5425449
PGC044649,0.2,35.514,6913.5,126.7068225
PGC044652,0.2,33.986,6919.2,62.69024975
PGC044667,0.2,33.931,8403.4,61.12234389
PGC044679,0.2,35.237,7579.5,111.532131
PGC044675,0.2,35.242,7720.9,111.7892391
PGC044699,0.2,34.607,6586.4,83.44493871
IC4012,0.2,34.907,7251.8,95.80760857
PGC044723,0.2,34.586,7519.6,82.64184417
IC4021,0.2,34.918,5747.7,96.2941713
PGC083746,0.2,34.446,5900.3,77.48185328
IC4026,0.2,34.573,8190.4,82.14856851
PGC083747,0.2,34.83,7791.9,92.46981739
NGC4896,0.2,34.668,5971.3,85.82227051
PGC083750,0.2,34.05,8210.5,64.5654229
PGC044784,0.2,33.876,5476.8,59.59365193
PGC044815,0.2,34.089,6613.3,65.73550445
PGC083752,0.2,35.245,8126.4,111.9437883
PGC083753,0.2,33.935,6915.2,61.23503917
PGC083754,0.2,33.526,7565.9,50.72242399
PGC083755,0.2,35.29,7619.1,114.2878335
NGC4923,0.2,35,5478.3,100
PGC083757,0.2,34.013,8243.6,63.47460398
PGC083759,0.2,34.992,7292,99.6322642
PGC083760,0.2,34.714,5751.5,87.65970403
PGC083762,0.2,34.854,8664.9,93.49750031
PGC083764,0.2,35.194,5983,109.3452697
PGC083766,0.2,34.525,7620.6,80.35261222
PGC045023,0.2,33.553,7430.2,51.35704178
NGC4929,0.2,35.426,6240.6,121.6746204
PGC045032,0.2,34.239,8224.4,70.43686205
PGC094012,0.106,35.16,8385.5,107.6465214
PGC045498,0.059,36.03,10126.4,160.6941253
UGC08317,0.347,34.395,6068.3,75.6832895
PGC046640,0.041,35.891,10294.6,150.7301044
IC0902,0.353,32.213,1713.6,27.70766958
PGC048783,0.108,35.091,7179.8,104.2797545
UGC08742,0.4,32.25,2332.6,28.18382931
NGC5313,0.347,33.36,2616.8,46.98941086
NGC5337,0.43,33.51,2204.2,50.35006088
UGC09245,0.357,31.146,2017.9,16.95118252
NGC5630,0.258,32.423,2771.4,30.52108722
NGC5698,0.049,34.019,3734.2,63.65023332
UGC09556,0.4,33.71,2462.2,55.20774393
UGC09612,0.04,35.98,10962.8,157.0362804
UGC09638,0.4,32.63,2426.7,33.57376142
PGC214352,0.05,35.85,10112.1,147.9108388
PGC053805,0.37,34.72,14906.5,87.90225168
UGC09703,0.54,32.29,2635.9,28.70780582
IC1125,0.352,32.337,2814.5,29.33593941
PGC2085703,0.075,38.269,28568,450.6091436
UGC10244,0.037,35.761,10011.2,141.9711172
NGC6195,0.367,35.812,9158.6,145.3449678
PGC2172338,0.048,35.302,8073.5,114.9211597
PGC1188501,0.02,36.54,14970.1,203.2357011
NGC7112,0.346,34.264,6035.7,71.25248248
PGC999654,0.035,36.193,15072,173.220784
UGC09682,0.54,32.94,1823.3,38.72576449
