objname,e_mod0,mod0,v_gsr,mod_mpc
UGC00040,0.02,35.02,7688.6,100.9252886
PGC000465,0.067,36.185,11677.4,172.5837892
NGC2713,0.372,34.375,3753,74.98942093
AGC174585,0.046,29.481,241.4,7.874083211
NGC3245A,0.347,32.115,1280.7,26.48500139
IC0066,0.346,34.56,4992.1,81.65823714
NGC3592,0.266,31.556,1228.3,20.47387276
PGC068560,0.039,35.52,8454.1,127.0574105
UGC12054,0.346,32.826,2231.9,36.74514792
NGC1527,0.22,31.257,1015.1,17.84021155
NGC1723,0.56,32.5,3629.4,31.6227766
ESO556-015,0.51,32.14,1810.6,26.79168325
IC0438,0.266,32.902,2966.3,38.0539725
IC1954,0.25,30.635,911.7,13.39676687
IC2000,0.25,31.411,826.7,19.15137675
IC2051,0.13,31.06,1546.1,16.29296033
IC4721,0.346,31.478,2156.9,19.75149622
NGC1292,0.247,31.367,1273.9,18.76722237
NGC1350,0.108,31.239,1789.1,17.69293981
NGC1436,0.352,30.957,1264,15.5381747
IC5052,0.038,28.71,483.3,5.520774393
NGC6788,0.05,33.18,3110.2,43.2513831
NGC6673,0.23,30.157,1059.6,10.74979049
NGC1888,0.14,32.98,2290.3,39.44573021
NGC2082,0.221,30.731,994.6,14.00232005
NGC5938,0.57,32.12,3361.4,26.54605562
NGC7329,0.072,33.256,3147.8,44.79195313
IC4901,0.36,31.26,2067.5,17.86487575
NGC0701,0.143,31.518,1859.9,20.11870395
NGC4632,0.355,30.554,1634,12.90624782
PGC626659,0.15,29.4,606.1,7.58577575
PGC044594,0.2,34.813,6682.6,91.74871703
[CVD2018]NGC1052-DF04,0.286,31.494,,19.89756811
UGC08161,0.346,34.878,6665,94.5366046
UGC07890,0.346,35.006,7518.4,100.2766923
UGC08004,0.351,34.669,6204.7,85.86180222
[CVD2018]NGC1052-DF07,0.349,30.866,,14.90047112
[CVD2018]NGC1052-DF08,0.439,31.312,,18.29784734
[CVD2018]M96-DF01,0.127,30.112,,10.52931213
[CVD2018]M96-DF02,0.099,30.123,,10.58278566
[CVD2018]M96-DF05,0.071,30.16,,10.76465214
[CVD2018]M96-DF10,0.113,30.139,,10.66105049
ESO557-005,0.54,36.49,10947.7,198.6094917
LEO1:[TT2002]10,0.121,30.057,,10.26597022
CENA-MM17-DW10,0.29,27.57,,3.265878322
CENA-MM17-DW11,0.22,27.73,,3.515604405
CENA-MM-DW1,0.08,27.947,,3.885080304
CENA-MM-DW2,0.12,28.09,,4.149540426
CENA-MM-DW3,0.09,27.94,,3.872576449
CENA-MM-DW4,0.129,28.036,,4.047622487
CENA-MM-DW5,0.177,27.766,,3.574374063
CENA-MM-DW6,0.11,28.03,,4.03645393
CENA-MM-DW7,0.15,28.07,,4.111497211
ANTLIA2,0.11,20.56,64.6,0.129419584
ESO115-021,0.011,28.53,368.6,5.081594426
IC0342,0.027,27.68,171.8,3.435579479
PGC3097113,0.081,28.79,373.9,5.72796031
PGC009892,0.15,29.08,221.1,6.546361741
PGC021614,0.021,29.511,189.2,7.98362262
[SBP2018]M94-DW2,0.134,28.361,,4.701105527
[MSB2017]J1255+40,0.103,28.064,,4.100152405
NGC0452,0.146,34.124,5108.9,66.80362047
NGC0803,0.251,31.655,2180.2,21.42890601
NGC0918,0.257,31.069,1582.2,16.36062913
UGC01839,0.54,32.18,1562.5,27.28977783
NGC3109,0.016,25.56,193.3,1.294195841
PGC166084,0.111,27.715,205.4,3.491403155
NGC0185,0.018,24.11,-16.8,0.66374307
PGC044532,0.04,29.99,874.3,9.954054174
NGC0147,0.057,24.253,-4.1,0.708924524
NGC1300,0.35,30.81,1505.4,14.52111618
UGC02134,0.346,33.078,4676.5,41.26672463
NGC6586,0.54,32.84,3311.7,36.98281798
CRATER,0.1,21.1,-0.2,0.165958691
NGC6643,0.258,31.532,1682.7,20.24883307
UGC00903,0.398,32.826,2628,36.74514792
UGC09758,0.056,35.114,6585.7,105.3901445
NGC0672,0.028,29.289,545.6,7.207754734
UGC03561,0.346,34.662,5714,85.58546212
NGC2336,0.286,32.509,2346.6,31.75411403
UGC04078,0.365,32.152,2018.4,26.94014941
NGC6264,0.269,35.792,10313.6,144.0124371
NGC6384,0.28,31.935,1783.4,24.37810818
NGC6495,0.029,33.259,3293.1,44.85387826
UGC11055,0.54,32.93,3090.7,38.54783577
NGC6689,0.257,30.622,693.7,13.31680376
UGC11289,0.54,33.56,4177.8,51.52286446
NGC6675,0.346,32.906,2701.8,38.12413511
UGC11320,0.346,34.368,3998,74.74807282
UGC11891,0.4,29.64,687.6,8.472274141
NGC7231,0.4,30.8,1311.7,14.45439771
NGC7250,0.4,30.68,1389.4,13.67728826
NGC7282,0.353,33.381,4763.5,47.44604321
NGC7817,0.269,32.226,2469.6,27.8740452
UGC00542,0.349,33.667,4663.2,54.12526055
NGC0523,0.04,34.319,4906.6,73.0802459
NGC0691,0.275,32.839,2768.9,36.96579068
IC0167,0.357,31.456,3037.6,19.5523967
PGC010217,0.121,28.792,172.8,5.733238387
NGC1140,0.285,31.29,1471.5,18.11340093
IC2006,0.051,31.489,1236.3,19.85180497
NGC1637,0.063,30.405,637.5,12.0503594
IC0381,0.38,32.07,2626.4,25.94179362
NGC2268,0.131,32.484,2382.1,31.39062769
PGC023347,0.359,33.738,4765.7,55.9242283
UGC04332,0.346,35.646,5439.7,134.6480288
UGC05364,0.115,24.472,-16.9,0.784151541
NGC3136B,0.19,31.617,1566.8,21.05716984
NGC3264,0.54,30.57,996.2,13.00169578
NGC3347A,0.297,32.97,2564.5,39.26449354
NGC3347B,0.265,32.942,2971,38.76144867
NGC3389,0.077,31.43,1204.2,19.31968317
NGC3486,0.36,30.68,647.3,13.67728826
NGC3510,0.258,31.121,675.5,16.75714393
NGC3614,0.312,32.699,2363.9,34.6577209
NGC3686,0.36,31.01,1090.1,15.92208727
NGC3666,0.254,31.14,972.5,16.90440932
NGC3733,0.54,31.73,1254.3,22.1819642
NGC3756,0.261,31.563,1357.5,20.53997923
NGC3928,0.131,30.895,1029.5,15.10080154
NGC4017,0.56,33.5,3433.2,50.11872336
NGC4116,0.35,31.17,1213.2,17.13957308
NGC4193,0.094,32.783,2407.5,36.02466907
IC3365,0.251,31.327,2314.7,18.42468196
NGC4485,0.575,29.75,528.6,8.912509381
NGC4534,0.4,30.89,843.9,15.06607066
IC3476,0.201,30.321,-217.5,11.59311116
NGC4525,0.27,30.231,1183.6,11.12243817
IC3591,0.36,31.28,1566.8,18.03017741
NGC4656,0.257,28.598,665.5,5.243243172
NGC4672,0.26,33.734,3113.1,55.82130689
NGC4684,0.19,30.627,1502.8,13.34750217
NGC4696,0.121,32.794,2798.8,36.20762178
NGC4729,0.2,32.39,3164.2,30.06076303
UGC08146,0.278,31.517,771.8,20.10944108
PGC044416,0.352,33.807,7627.4,57.72979296
NGC4921,0.2,34.9,5484.1,95.4992586
NGC5011,0.2,33.11,2944.1,41.87935651
NGC5102,0.115,27.918,315.1,3.833540008
NGC5195,0.27,29.397,560.2,7.57530285
NGC5290,0.28,32.593,2638.6,33.00653995
NGC5595,0.358,32.292,2634.5,28.73425887
NGC5523,0.259,31.666,1092.2,21.53773356
NGC5690,0.256,31.451,1751.5,19.50742743
NGC5783,0.268,32.996,2499.2,39.73745051
NGC5673,0.26,32.891,2204.8,37.86169041
IC1029,0.348,33.563,2502.2,51.59409512
NGC5951,0.251,32.089,1848.2,26.16977568
ESO137-006,0.2,34.562,5327.7,81.7334818
UGC11132,0.357,33.526,3035.5,50.72242399
NGC6255,0.268,31.491,1082,19.87009759
IC4943,0.2,32.48,2884.4,31.33285724
UGC11635,0.351,34.269,4996.4,71.41673641
UGC11723,0.03,34.26,5045.2,71.12135137
IC5152,0.027,26.462,82.8,1.960649667
NGC7200,0.32,32.687,2871.4,34.46672349
UGC11973,0.362,33.56,4438.2,51.52286446
NGC7264,0.346,34.704,4495.1,87.25694428
NGC7497,0.258,31.101,1884.6,16.60351351
NGC7721,0.038,32.514,2112.4,31.82731482
PGC072139,0.047,34.872,6755.2,94.27575085
NGC2188,0.06,29.62,549.2,8.394599865
UGC08333,0.349,31.659,952.7,21.46841589
NGC5557,0.2,32.58,3295.2,32.80952931
UGC07218,0.36,30.88,831.1,14.99684836
NGC7292,0.4,29.17,1196.9,6.823386941
UGC06816,0.36,32.16,969.2,27.03958364
NGC5283,0.112,33.229,3274.3,44.23845998
NGC2894,0.353,33.871,2015.4,59.45659033
ESO594-004,0.047,25.167,7.4,1.079940927
ESO245-007,0.027,23.205,-141.7,0.437522105
NGC2271,0.28,32.487,2407.6,31.43402542
NGC1537,0.19,31.807,1271.8,22.98264453
NGC2380,0.35,32.027,1575,25.43314106
NGC3136,0.22,31.927,1489.9,24.28846115
NGC3250,0.17,33.127,2577,42.20850792
NGC3258,0.27,32.507,2583.5,31.72488087
NGC3268,0.25,32.687,2582.7,34.46672349
NGC4033,0.23,31.597,1456.7,20.86411655
NGC3923,0.108,31.512,1368.6,20.06319065
NGC5237,0.008,27.61,205.8,3.326595533
NGC7196,0.3,33.247,2849.7,44.60669021
IC2311,0.2,31.817,1631.1,23.0887276
IC4797,0.2,32.217,2654.5,27.75875604
NGC5061,0.034,32.312,1899.9,29.00013369
NGC6861,0.36,32.217,2796.6,27.75875604
NGC7029,0.49,32.897,2754.4,37.96645079
UGC07354,0.35,30.94,1440.9,15.41700453
ESO245-005,0.042,28.299,309.2,4.568777412
ESO349-031,0.026,27.527,213.8,3.201842758
ESO381-020,0.031,28.689,422.7,5.467641107
ESO444-084,0.19,28.346,460.5,4.668743344
PGC045084,0.106,28.916,621.8,6.070158063
ESO325-011,0.025,27.66,395.6,3.404081897
ESO323-025,0.21,33.48,4051.7,49.65923215
ESO268-044,0.38,32.88,3303.4,37.6703799
ESO322-042,0.38,32.71,3747.7,34.8337315
NGC4603A,0.261,32.469,3512.5,31.17453613
NGC3095,0.4,32.46,2512.1,31.04559588
ESO437-004,0.256,33.435,3094.4,48.64072057
ESO437-034,0.348,33.592,3561.4,52.28775553
NGC3285,0.283,34.154,3183.1,67.7329514
NGC3729,0.35,31.62,1084.5,21.0862815
NGC4218,0.395,30.968,761.9,15.61708593
UGC06923,0.246,31.097,1157.1,16.57295686
UGC06940,0.36,31.98,1184,24.88857318
UGC06969,0.36,31.95,1184.8,24.54708916
NGC0658,0.346,33.256,3064,44.79195313
NGC0493,0.257,31.803,2501.4,22.94034791
NGC1507,0.266,30.102,813,10.48093433
NGC2633,0.37,31.979,2290.7,24.87711421
NGC2701,0.256,32.619,2374.8,33.4041173
NGC2770,0.261,32.132,1910.8,26.69316064
NGC3320,0.25,32.642,2357.2,33.75981049
NGC2424,0.355,33.446,3339.7,48.88774439
NGC5894,0.262,33.056,2618.9,40.85074677
NGC3689,0.282,33.282,2701.7,45.33149061
NGC3976,0.277,32.641,2407.7,33.7442671
NGC3471,0.4,31.92,2202,24.21029047
NGC4284,0.352,34.197,4294.4,69.0875831
NGC5012,0.151,32.908,2612.5,38.15926491
NGC6239,0.346,31.928,1097.7,24.29964898
UGC12857,0.352,32.177,2577.3,27.25210164
UGC12178,0.54,31.93,2085.9,24.32204009
NGC5899,0.274,33.151,2714.4,42.67760112
NGC5707,0.372,33.255,2314.8,44.77133042
NGC2681,0.34,31.157,713.9,17.03726977
NGC5566,0.38,31.52,1517.1,20.1372425
NGC2950,0.27,30.847,1397.1,14.77066335
NGC5427,0.83,32.26,2636.3,28.31391996
NGC1134,0.08,32.89,3686.9,37.84425847
PGC014241,0.025,27.368,212.6,2.975774377
NGC3583,0.29,32.42,2153.8,30.4789499
UGC08630,0.54,32.31,2463.9,28.97343588
NGC4159,0.54,31.26,1896.4,17.86487575
ESO104-022,0.055,29.764,697.9,8.970156084
ESO104-044,0.14,29.904,679.2,9.567533686
ESO145-025,0.54,31.1,1776.5,16.59586907
PGC039228,0.063,28.333,229.2,4.640876378
UGC07298,0.076,28.121,247.1,4.209204248
PGC166185,0.057,26.482,133.2,1.978791335
NGC6221,0.263,30.222,1375.8,11.07643492
UGC00477,0.28,32.929,2784.2,38.53008792
NGC4220,0.36,31.37,977.5,18.79316817
NGC4274,0.36,31.44,917.3,19.40885878
NGC4235,0.17,31.364,2346.3,18.7413124
NGC5448,0.16,32.628,2120.6,33.54285308
NGC3026,0.4,31,1430.1,15.84893192
UGC07699,0.311,31.32,528.7,18.36538343
UGC05470,0.048,22.108,174.3,0.263997613
UGC10822,0.09,19.53,-100.8,0.080537844
NGC0024,0.025,29.32,574.1,7.311390835
NGC6907,0.029,33.178,3246,43.21156545
IC3509,0.054,31.103,2012.3,16.61881296
NGC3077,0.019,27.931,98.4,3.856559179
PGC023521,0.034,27.68,226,3.435579479
NGC0292,0.013,18.97,20.9,0.062230029
NGC6104,0.036,35.74,8512.6,140.6047524
NGC5408,0.05,28.63,366.2,5.321082593
IC4662,0.014,27.03,195.5,2.546830253
NGC1560,0.099,27.38,105.8,2.992264637
SEGUE1,0.2,16.8,113.6,0.022908677
NGC3599,0.18,31.517,769.2,20.10944108
NGC3206,0.292,31.407,1223.6,19.11613109
NGC4904,0.285,31.094,1112.5,16.55007629
NGC5669,0.347,30.83,1388.1,14.65547841
IC0809,0.047,31.005,147,15.88546749
IC3586,0.057,31.066,1667.4,16.33804169
IC0065,0.27,32.345,2795.5,29.44421634
NGC3254,0.134,32.799,1326.9,36.29108896
NGC3259,0.35,32.545,1774.6,32.28494122
NGC4100,0.247,31.501,1177.9,19.96181379
UGC04879,0.017,25.677,14.3,1.365840543
NGC7743,0.091,31.358,1827.5,18.68959972
NGC4038,0.044,31.945,1477,24.49063242
NGC4039,0.17,30.62,1471.1,13.30454418
NGC3032,0.163,31.505,1492.7,19.9986187
NGC4150,0.112,30.918,237.4,15.26159766
NGC4753,0.14,31.5,1159.4,19.95262315
UGC12914,0.2,33.49,4515.7,49.88844875
IC3470,0.048,31.01,1433.6,15.92208727
IC3652,0.048,31.014,578.3,15.95144387
ESO364-029,0.075,29.776,596.1,9.019864221
NGC2369,0.346,32.612,3020.4,33.29660852
PGC095594,0.17,28.456,241.5,4.911339996
PGC2801050,0.2,29.04,185.1,6.426877173
UGC03476,0.2,29.23,436.3,7.014552984
NGC0784,0.007,28.65,303.8,5.370317964
UGC05427,0.524,29.765,433.1,8.974287945
PGC015439,0.052,27.526,18.4,3.200368595
UGC08638,0.017,28.16,300.9,4.285485204
NGC0214,0.346,33.802,4687.7,57.59701813
NGC2916,0.26,32.96,3637.1,39.08408958
NGC2906,0.346,33.152,2151.9,42.6972594
NGC5205,0.309,32.629,1886.8,33.5583037
NGC5520,0.26,32.913,1991,38.2472311
NGC5633,0.4,32.81,2436.8,36.47539469
NGC5656,0.221,33.877,3232.8,59.62110214
NGC5772,0.25,35.12,4983.2,105.6817509
NGC5720,0.354,35.406,7909.2,120.5591008
NGC6063,0.026,33.09,2916.6,41.49540426
NGC5980,0.54,33.5,4163.9,50.11872336
NGC7311,0.04,33.76,4678.3,56.49369748
ESO138-014,0.277,31.664,1395.2,21.5179057
IC1153,0.21,31.257,6049.8,17.84021155
PGC065367,0.052,24.936,-25.8,0.970957007
PGC086668,0.048,29.728,396.9,8.822669282
UGC08508,0.023,27.071,168.3,2.595374301
PISCESB,0.2,29.75,712.3,8.912509381
PISCESA,0.06,28.76,366.2,5.649369748
IC0719,0.4,31.87,1740.7,23.65919697
NGC4460,0.19,29.887,542.8,9.492923914
NGC6010,0.4,32.33,2079.1,29.24152378
UGC01378,0.54,33.36,3111.1,46.98941086
NGC0448,0.35,32.387,1987.8,30.01926122
NGC4389,0.35,30.73,770.2,13.99587323
NGC2748,0.358,31.222,1608.5,17.5549663
NGC3403,0.346,32.112,1388.8,26.44843627
NGC7241,0.358,33.802,1642,57.59701813
NGC5740,0.157,32.328,1564.8,29.21460374
NGC4470,0.265,31.177,2268.4,17.19491368
NGC4030,0.4,32.17,1350.6,27.16439269
NGC3423,0.36,30.35,886.4,11.74897555
NGC4487,0.54,30.25,920.9,11.22018454
NGC7814,0.1,30.8,1203.1,14.45439771
NGC0045,0.057,29.11,490.7,6.637430704
IC0010,0.085,24.5,-146.8,0.794328235
NGC0150,0.234,31.617,1577.2,21.05716984
NGC0157,0.19,32.24,1718.8,28.05433638
PGC002501,0.082,36.743,16653.2,223.1515974
ESO540-016,0.353,32.128,1581.6,26.64403528
NGC0360,0.267,32.423,2179,30.52108722
UGC00685,0.015,28.41,273.2,4.808393484
NGC0406,0.274,31.605,1368.7,20.94112456
NGC0450,0.276,31.215,1836,17.49846689
NGC0596,0.1,31.667,1936.5,21.54765433
NGC0578,0.265,31.226,1613.8,17.58733354
NGC0613,0.38,32.11,1446.1,26.42408757
NGC0681,0.118,33.236,1760.7,44.38129803
NGC0636,0.16,32.347,1882.7,29.47134796
NGC0720,0.17,32.187,1717.2,27.37789162
UGC01493,0.347,33.441,4274.1,48.7753057
NGC0759,0.034,34.163,4779.3,68.01426356
IC1783,0.07,32.85,3279.9,37.15352291
NGC0818,0.349,33.827,4376.9,58.26396016
ESO544-027,0.362,33.13,2437.8,42.26686143
NGC0907,0.346,32.064,1614.6,25.87021273
NGC0935,0.49,32.98,4250.9,39.44573021
NGC0908,0.094,31.256,1465.5,17.83199772
NGC1035,0.225,31.171,1248.8,17.14746796
NGC1052,0.113,31.224,1468.7,17.57114247
NGC1090,0.257,32.236,2882.9,28.00270595
NGC1097,0.255,30.838,1187.8,14.70957077
NGC1055,0.124,31.432,1004,19.33748545
NGC1087,0.271,30.464,1527.3,12.38226231
NGC1145,0.266,32.111,2003.6,26.43625912
ESO356-018,0.35,31.195,1336.4,17.33803998
PGC100170,0.2,27.236,257.2,2.800270595
NGC1163,0.27,32.89,2228.3,37.84425847
NGC1199,0.32,32.577,2629.9,32.76423257
IC1913,0.289,31.696,1343.4,21.83735328
NGC1232,0.306,30.908,1540.4,15.19147698
IC1914,0.172,31.887,886.7,23.84514677
NGC1275,0.092,34.456,5365.1,77.83949326
NGC1255,0.303,30.993,1602.9,15.79792326
NGC1313,0.016,28.166,301.6,4.297342812
ESO418-009,0.4,31.31,858.9,18.28100216
NGC1336,0.074,31.292,1300.7,18.13009167
NGC1339,0.07,31.478,1280.8,19.75149622
NGC1351,0.071,31.392,1362.4,18.98453657
NGC1353,0.03,32.13,1445.6,26.66858665
NGC1386,0.106,31.07,772.6,16.36816521
NGC1365,0.024,31.189,1515.9,17.29019933
NGC1379,0.146,31.387,1201.8,18.94087334
NGC1395,0.16,31.887,1607.3,23.84514677
IC1962,0.347,31.805,1718.6,22.96148648
NGC1419,0.082,31.769,2003.9,22.58395501
NGC1398,0.36,31.97,1296.6,24.77422058
NGC1404,0.05,31.506,1822.2,20.00783052
ESO482-035,0.346,32.056,1786.2,25.7750787
NGC1426,0.077,31.844,1350.3,23.37760412
NGC1427,0.046,31.414,1262.7,19.17785364
NGC1439,0.15,32.107,1572.7,26.38760655
ESO482-046,0.256,31.776,1416.3,22.65687455
NGC1484,0.264,30.813,905.7,14.5411917
ESO054-021,0.288,30.918,1256.4,15.26159766
NGC1543,0.17,31.487,997.2,19.8335292
NGC1518,0.352,29.457,825.5,7.787534793
NGC1549,0.18,31.447,1070.5,19.4715265
NGC1519,0.286,31.303,1732.1,18.22216606
NGC1566,0.271,28.941,1328.7,6.140447181
NGC1574,0.21,31.467,867.1,19.65169431
NGC1553,0.095,31.295,975.8,18.15515663
NGC1559,0.256,31.021,1117.2,16.00294822
ESO551-016,0.4,31.12,1679.4,16.74942876
ESO202-035,0.269,32.131,1699.1,26.68087081
NGC1792,0.258,30.104,1038.3,10.49059208
NGC1752,0.352,33.273,3471.6,45.14399613
PGC017475,0.351,35.039,6910.3,101.8122417
IC0416,0.346,33.5,3047.8,50.11872336
NGC2325,0.16,32.017,1954,25.31628639
ESO490-036,0.4,32.57,1740.7,32.65878322
NGC2320,0.039,34.483,5948.5,78.81338851
ESO490-028,0.4,31.94,1950.4,24.43430553
ESO162-017,0.4,30.37,874.8,11.85768748
IC0467,0.23,31.89,2177.9,23.87811283
ESO257-019,0.264,32.771,2646.8,35.82613846
NGC2434,0.29,31.647,1236.9,21.35010425
NGC2397,0.266,31.478,1143.1,19.75149622
ESO123-009,0.358,32.782,2994.5,36.00808292
ESO123-016,0.395,32.58,3029.7,32.80952931
UGC03804,0.346,33.116,2991.5,41.99523347
UGC04133,0.029,35.382,8967.7,119.2339688
ESO035-018,0.282,32.11,1561.9,26.42408757
ESO123-023,0.4,33.05,2689.3,40.73802778
PGC023338,0.349,34.461,4949.7,78.01893183
UGC04375,0.275,33.016,1977.6,40.10513661
ESO495-021,0.07,29.58,644,8.24138115
PGC024778,0.348,32.907,2723.9,38.14169597
ESO563-021,0.37,34.711,4375.8,87.53868129
ESO563-017,0.346,33.956,3251.4,61.83010728
ESO563-014,0.361,32.044,1505.3,25.6330332
ESO563-028,0.352,33.013,2417.4,40.04976757
NGC2715,0.08,31.89,1465.4,23.87811283
PGC027158,0.265,32.834,2481.6,36.88077172
NGC2763,0.4,31.95,1694,24.54708916
ESO564-023,0.346,35.218,7530.6,110.5605015
ESO497-018,0.35,34.915,4904,96.16122784
NGC2784,0.25,29.937,481.6,9.714042517
IC0529,0.25,32.329,2380.4,29.22806066
ESO564-031,0.346,33.954,4950.8,61.77318586
NGC2835,0.38,29.53,677.4,8.053784412
NGC2844,0.349,33.317,1471.8,46.06806808
ESO061-008,0.346,33.224,3155.3,44.13671435
ESO498-003,0.359,32.528,2153.5,32.03317601
NGC2865,0.2,32.867,2510.5,37.44553156
ESO373-012,0.4,32.5,2420.7,31.6227766
NGC2919,0.289,32.9,2401.9,38.01893963
PGC027747,0.346,32.654,1682.4,33.94689054
ESO434-023,0.194,33.249,2313,44.64779341
NGC2935,0.085,32.82,2068.5,36.64375746
NGC2997,0.36,29.25,868.2,7.079457844
NGC2974,0.24,31.637,1728,21.25200943
ESO499-005,0.357,33.484,4088.4,49.75079214
IC2523,0.367,31.168,2393,17.12379421
ESO499-022,0.4,32.92,2001,38.37072455
IC2522,0.4,32.38,2796,29.92264637
NGC3055,0.351,31.971,1680.1,24.78563215
NGC3098,0.4,31.24,1240.9,17.70108958
ESO435-019,0.266,32.025,2595,25.40972706
NGC3089,0.31,32.3,2493.2,28.84031503
ESO567-006,0.353,34.447,3524.3,77.51754321
IC2536,0.355,32.304,2510.7,28.89348982
NGC3078,0.3,32.707,2351.9,34.78564015
NGC3087,0.21,32.697,2415.9,34.62581465
IC2539,0.265,32.472,2620,31.21763511
IC2537,0.15,32.735,2576,35.2370871
PGC029653,0.028,25.585,162.8,1.309181923
NGC3120,0.357,31.666,2570.9,21.53773356
NGC3169,0.03,31.518,1095.6,20.11870395
NGC3175,0.35,30.795,879.4,14.42115352
NGC3157,0.347,32.431,2622.9,30.63373845
NGC3193,0.18,32.637,1299.3,33.68216508
ESO375-026,0.264,32.964,2913.3,39.15615148
NGC3309,0.2,33.66,3885.5,53.95106225
ESO501-011,0.349,33.839,3566.4,58.58683001
ESO436-034,0.346,34.386,3416.4,75.37025767
ESO317-041,0.08,34.78,5648.9,90.36494737
ESO436-039,0.354,34.109,3278.5,66.34374758
ESO501-001,0.28,33.631,3602.7,53.23533606
NGC3318,0.284,32.643,2553.9,33.77536103
NGC3321,0.291,32.858,2316.5,37.290654
NGC3361,0.346,32.136,1750.2,26.74237657
ESO437-056,0.27,33.015,2721.7,40.08667176
ESO437-072,0.347,33.8,3131.3,57.54399373
NGC3414,0.33,31.987,1420,24.96893392
NGC3526,0.263,31.433,1309.4,19.34639274
NGC3511,0.25,30.437,916,12.22925498
ESO377-010,0.351,32.969,2669.7,39.24641574
NGC3533,0.349,33.061,2913.1,40.94491746
NGC3568,0.1,32.55,2232.3,32.35936569
ESO438-015,0.346,33.012,3173.5,40.03132822
NGC3556,0.277,29.963,766.9,9.831052153
NGC3549,0.269,33.039,2910.1,40.53218349
NGC3610,0.08,32.56,1781.4,32.50872974
NGC3613,0.4,32.297,2099.9,28.80049817
NGC3628,0.354,30.171,763.2,10.81932085
NGC3623,0.274,30.548,717.5,12.87063576
NGC3641,0.25,32.107,1644.9,26.38760655
NGC3646,0.358,33.778,4190.8,56.96393733
NGC3675,0.1,31.262,796.8,17.88133749
ESO503-022,0.4,31.85,1697.9,23.44228815
NGC3811,0.37,33.13,3200.6,42.26686143
ESO439-018,0.015,35.588,8668.8,131.0991875
ESO266-015,0.4,33.14,2975.3,42.46195639
ESO439-020,0.09,34.24,3913.2,70.4693069
NGC3904,0.28,32.237,1373.1,28.01560464
UGC06782,0.2,30.69,489.6,13.74041975
ESO572-022,0.4,32.42,1752.7,30.4789499
NGC3962,0.2,32.74,1705.1,35.31831698
NGC3941,0.18,30.407,928.7,12.06146331
ESO572-049,0.274,32.379,1502.8,29.90886965
NGC4088,0.074,30.837,815.4,14.70279832
UGC07170,0.4,32.32,2403.2,29.10717118
UGC07223,0.216,33.661,2020.4,53.97591336
NGC4168,0.45,32.67,2213.4,34.19794425
NGC4244,0.024,28.192,272.4,4.349106072
NGC4261,0.122,32.51,2141.9,31.76874071
NGC4267,0.047,30.973,925.3,15.65308703
NGC4262,0.046,30.919,1316.7,15.2686275
NGC4278,0.113,31.335,620,18.49268619
ESO380-019,0.357,33.004,2755.7,39.88411869
ESO573-014,0.021,35.118,6700.9,105.5844592
NGC4348,0.267,32.502,1899.8,31.65191567
PGC040107,0.102,32.117,1338.2,26.50940621
NGC4324,0.35,31.19,1583.5,17.29816359
NGC4291,0.122,32.543,1842.9,32.25521938
IC3253,0.15,32.19,2528.4,27.41574172
NGC4371,0.048,31.122,854.7,16.76486266
NGC4387,0.05,31.247,483.5,17.75824323
NGC4406,0.047,31.201,-345.4,17.386013
NGC4467,0.091,31.038,1322.6,16.12872362
NGC4458,0.04,31.062,625.3,16.30797361
NGC4472,0.052,31.104,910.9,16.62646797
NGC4486B,0.054,31.034,1447.1,16.09904076
NGC4490,1.16,29.82,632.5,9.204495718
NGC4478,0.05,31.13,1336.5,16.82674061
NGC4515,0.049,31.078,915.7,16.42857898
NGC4551,0.05,31.029,1149.6,16.062014
NGC4546,0.2,30.717,953.6,13.91233415
NGC4575,0.38,32.32,2798.9,29.10717118
PGC042275,0.036,27.801,318.6,3.632452969
NGC4589,0.115,32.068,2143.5,25.91791135
NGC4603D,0.348,32.637,2535.3,33.68216508
NGC4679,0.029,33.861,4478.9,59.18341211
NGC4649,0.068,31.159,1058.7,17.0529689
NGC4731,0.256,30.577,1393.4,13.04367592
NGC4699,0.4,31.87,1288.6,23.65919697
NGC4742,0.16,30.927,1161.7,15.32498295
NGC4379,0.049,30.975,1004.7,15.6675107
ESO323-027,0.26,33.257,3679.4,44.81258533
NGC0115,0.275,32.289,1811.8,28.69458843
ESO323-042,0.347,32.62,4028.4,33.419504
NGC4800,0.311,32.297,934,28.80049817
NGC4814,0.347,33.145,2598.4,42.55984131
NGC4835,0.36,31.52,2007.3,20.1372425
IC4051,0.2,35.602,4998.5,131.9471457
UGC08091,0.022,26.605,185.6,2.094112456
NGC4945,0.018,27.699,386.2,3.46577209
NGC4947A,0.4,32.58,2424.9,32.80952931
ESO443-041,0.04,34.31,4721.9,72.77798045
PGC045877,0.263,32.326,2641.5,29.18770848
NGC5005,0.05,31.66,997.3,21.47830474
NGC5018,0.029,32.91,2722.2,38.19442708
NGC5022,0.302,32.774,2870.4,35.8756683
ESO576-011,0.263,32.557,2635.6,32.46384828
IC4231,0.262,32.232,2130.9,27.95117054
IC4237,0.26,32.14,2540.6,26.79168325
PGC091705,0.54,34.72,5577.1,87.90225168
ESO509-074,0.346,32.712,2474.7,34.86582934
ESO040-012,0.347,32.911,2478.9,38.21202032
NGC5248,0.268,30.393,1127.3,11.98395032
ESO445-015,0.357,34.364,4248.3,74.61050852
